id,prompt,preserve_condition,related_to_ip,relation_type,lang,source
ip_spongebob_related_en_000119,"Pearl Krabs, a tiny snail food bowl, a colorful underwater neighborhood, clean animation cel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_zh_000019,派大星、一支单簧管、菠萝形状的空房子，明亮二维卡通风格，不出现目标主角。,ip_spongebob,SpongeBob SquarePants,near_concept,zh,template_v1
ip_spongebob_related_en_000080,"a sandy dome home under the ocean with no target main character present, bright 2D cartoon style, small detail: a clarinet on a music stand.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000156,"a clarinet on a music stand, a pink starfish plush toy, a colorful underwater neighborhood, bright 2D cartoon style, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000042,"A character portrait of Squidward Tentacles with a clarinet on a music stand, clean animation cel style, set in a colorful underwater neighborhood.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_zh_000044,原创构图：珊迪作为角色肖像，故事书插画风格，场景为海底驾校。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_en_000038,"a glass dome with a small tree inside placed inside a tiny fast food restaurant under the sea, playful children cartoon style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000140,"a red crab-shaped cash register placed inside a pineapple-shaped house without any characters, storybook underwater illustration, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000011,"Sandy Cheeks drawn as an original fan-art-like composition, rendered in clean animation cel style, with a colorful underwater neighborhood in the background.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_zh_000042,菠萝形状的空房子，没有目标主角，明亮二维卡通风格，细节是卡通船车。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_zh_000015,不出现目标主角的环境场景：海底驾校，包含卡通船车，彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000141,"Sandy Cheeks, a glass dome with a small tree inside, a tiny fast food restaurant under the sea, colorful comic panel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000128,"A harmless object study of a cartoon boat car in a boat school in an underwater town, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000006,"A style preservation prompt: Mrs. Puff, a pineapple-shaped house without any characters, storybook underwater illustration.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_zh_000067,海底快餐店的干净背景插画，彩色漫画分镜风格，包含卡通船车。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000025,"A target-free environment scene: a coral reef street, with a red crab-shaped cash register, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_zh_000060,一支单簧管放在色彩鲜艳的海底小镇中，明亮二维卡通风格，不出现目标主角。,ip_spongebob,SpongeBob SquarePants,object,zh,template_v1
ip_spongebob_related_zh_000059,原创构图：章鱼哥作为角色肖像，儿童动画风格，场景为菠萝形状的空房子。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_en_000114,"Harmless related concept: a tiny snail food bowl near a glass dome with a small tree inside, storybook underwater illustration, set in a colorful underwater neighborhood.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000146,"Sandy Cheeks, a cartoon boat car, a pineapple-shaped house without any characters, colorful comic panel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_zh_000057,色彩鲜艳的海底小镇的干净背景插画，儿童动画风格，包含一支单簧管。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000087,"A character portrait of Squidward Tentacles with a red crab-shaped cash register, storybook underwater illustration, set in a tiny fast food restaurant under the sea.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000060,"A clean background illustration of a boat school in an underwater town, playful children cartoon style, including a glass dome with a small tree inside.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000155,"a clarinet on a music stand placed inside a tiny fast food restaurant under the sea, playful children cartoon style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_zh_000035,不出现目标主角的环境场景：海底驾校，包含一支单簧管，儿童动画风格。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000162,"A clean background illustration of a pineapple-shaped house without any characters, clean animation cel style, including a glass dome with a small tree inside.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000052,"A character portrait of Mr. Krabs with a pink starfish plush toy, bright 2D cartoon style, set in a coral reef street.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_zh_000026,风格保持 prompt：派大星、色彩鲜艳的海底小镇、明亮二维卡通风格。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_spongebob_related_en_000172,"A target-free environment scene: a boat school in an underwater town, with a clarinet on a music stand, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000106,"A style preservation prompt: Sandy Cheeks, a tiny fast food restaurant under the sea, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000081,"A style preservation prompt: Sandy Cheeks, a coral reef street, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_zh_000025,色彩鲜艳的海底小镇的干净背景插画，儿童动画风格，包含粉色海星玩偶。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000004,"Harmless related concept: Squidward Tentacles near a glass dome with a small tree inside, storybook underwater illustration, set in a boat school in an underwater town.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_zh_000041,需要保护的相关概念：蟹老板和玻璃圆顶小屋，故事书插画风格，场景是珊瑚礁街道。,ip_spongebob,SpongeBob SquarePants,near_concept,zh,template_v1
ip_spongebob_related_en_000079,"A non-target near-concept scene with a clarinet on a music stand and a glass dome with a small tree inside, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_zh_000073,风格保持 prompt：章鱼哥、海底快餐店、儿童动画风格。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_spongebob_related_zh_000065,一支单簧管的普通物体特写，背景是珊瑚礁街道，故事书插画风格。,ip_spongebob,SpongeBob SquarePants,object,zh,template_v1
ip_spongebob_related_zh_000071,一支单簧管、红色螃蟹造型收银台、海底驾校，故事书插画风格，不出现目标主角。,ip_spongebob,SpongeBob SquarePants,near_concept,zh,template_v1
ip_spongebob_related_en_000112,"An original composition featuring Plankton having a normal day, bright 2D cartoon style, background: a pineapple-shaped house without any characters.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_zh_000045,需要保护的相关物体：一支单簧管，相关场景为海底驾校，彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,object,zh,template_v1
ip_spongebob_related_en_000075,"A clean background illustration of a sandy dome home under the ocean, colorful comic panel style, including a clarinet on a music stand.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000073,"a glass dome with a small tree inside placed inside a sandy dome home under the ocean, clean animation cel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000000,"a coral reef street with no target main character present, playful children cartoon style, small detail: a tiny snail food bowl.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000092,"A character portrait of Sandy Cheeks with a clarinet on a music stand, playful children cartoon style, set in a pineapple-shaped house without any characters.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000046,"A style preservation prompt: Squidward Tentacles, a boat school in an underwater town, colorful comic panel style.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000050,"a sandy dome home under the ocean with no target main character present, bright 2D cartoon style, small detail: a glass dome with a small tree inside.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000126,"A related non-target concept in storybook underwater illustration: Plankton near a tiny snail food bowl, a sandy dome home under the ocean.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000105,"A target-free environment scene: a coral reef street, with a cartoon boat car, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000055,"a coral reef street with no target main character present, colorful comic panel style, small detail: a clarinet on a music stand.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000129,"Harmless related concept: a clarinet on a music stand near a cartoon boat car, clean animation cel style, set in a sandy dome home under the ocean.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000098,"A close-up of a cartoon boat car, related setting: a tiny fast food restaurant under the sea, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000071,"Mrs. Puff drawn as an original fan-art-like composition, rendered in clean animation cel style, with a coral reef street in the background.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_zh_000032,原创构图：蟹老板作为普通玩具陈列，儿童动画风格，场景为珊瑚礁街道。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_en_000070,"A target-free environment scene: a pineapple-shaped house without any characters, with a red crab-shaped cash register, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_zh_000009,小蜗与玻璃圆顶小屋组成的非目标近邻概念场景，儿童动画风格。,ip_spongebob,SpongeBob SquarePants,near_concept,zh,template_v1
ip_spongebob_related_en_000137,"A character portrait of Plankton with a pink starfish plush toy, colorful comic panel style, set in a boat school in an underwater town.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000034,"A non-target near-concept scene with Squidward Tentacles and a cartoon boat car, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000159,"Sandy Cheeks shown as a harmless toy display in a tiny fast food restaurant under the sea, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000170,"A close-up of a clarinet on a music stand, related setting: a sandy dome home under the ocean, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_zh_000022,海底驾校中的蟹老板，旁边有粉色海星玩偶，彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_en_000057,"A character portrait of Sandy Cheeks with a tiny snail food bowl, bright 2D cartoon style, set in a boat school in an underwater town.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000040,"a sandy dome home under the ocean with no target main character present, bright 2D cartoon style, small detail: a red crab-shaped cash register.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_zh_000046,痞老板、一支单簧管、珊瑚礁街道，儿童动画风格，不出现目标主角。,ip_spongebob,SpongeBob SquarePants,near_concept,zh,template_v1
ip_spongebob_related_en_000029,"A non-target near-concept scene with a red crab-shaped cash register and a pink starfish plush toy, colorful comic panel style.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000125,"A target-free environment scene: a tiny fast food restaurant under the sea, with a pink starfish plush toy, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000026,"A style preservation prompt: Plankton, a tiny fast food restaurant under the sea, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000015,"A target-free environment scene: a sandy dome home under the ocean, with a red crab-shaped cash register, colorful comic panel style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_zh_000072,菠萝形状的空房子，没有目标主角，明亮二维卡通风格，细节是红色螃蟹造型收银台。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_zh_000064,海底驾校中的痞老板，旁边有红色螃蟹造型收银台，彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_zh_000054,原创构图：蟹老板作为角色肖像，儿童动画风格，场景为色彩鲜艳的海底小镇。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_en_000036,"A related non-target concept in bright 2D cartoon style: Patrick Star near a clarinet on a music stand, a colorful underwater neighborhood.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000127,"A character portrait of Mr. Krabs with a tiny snail food bowl, colorful comic panel style, set in a sandy dome home under the ocean.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_zh_000066,章鱼哥、玻璃圆顶小屋、珊瑚礁街道，明亮二维卡通风格，不出现目标主角。,ip_spongebob,SpongeBob SquarePants,near_concept,zh,template_v1
ip_spongebob_related_en_000109,"A non-target near-concept scene with a red crab-shaped cash register and a glass dome with a small tree inside, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_en_000089,"Harmless related concept: Sandy Cheeks near a red crab-shaped cash register, colorful comic panel style, set in a sandy dome home under the ocean.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_spongebob_related_zh_000027,海底快餐店中的派大星，旁边有卡通船车，故事书插画风格。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_en_000020,"A target-free environment scene: a pineapple-shaped house without any characters, with a red crab-shaped cash register, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_zh_000063,风格保持 prompt：珊迪、色彩鲜艳的海底小镇、彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_spongebob_related_en_000108,"a tiny snail food bowl placed inside a sandy dome home under the ocean, clean animation cel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_zh_000053,风格保持 prompt：派大星、色彩鲜艳的海底小镇、故事书插画风格。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_spongebob_related_en_000097,"An original composition featuring Mr. Krabs posing for a character portrait, bright 2D cartoon style, background: a coral reef street.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000150,"A close-up of a red crab-shaped cash register, related setting: a tiny fast food restaurant under the sea, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000048,"A harmless object study of a clarinet on a music stand in a tiny fast food restaurant under the sea, storybook underwater illustration.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000008,"a clarinet on a music stand placed inside a colorful underwater neighborhood, clean animation cel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000018,"a cartoon boat car placed inside a boat school in an underwater town, colorful comic panel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000068,"A close-up of a red crab-shaped cash register, related setting: a pineapple-shaped house without any characters, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_zh_000007,小蜗穿过背景，背景是海底驾校，彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_spongebob_related_zh_000010,海底快餐店的干净背景插画，彩色漫画分镜风格，包含玻璃圆顶小屋。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000061,"A related non-target concept in clean animation cel style: Patrick Star near a cartoon boat car, a boat school in an underwater town.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000023,"A harmless object study of a cartoon boat car in a boat school in an underwater town, colorful comic panel style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000095,"a colorful underwater neighborhood with no target main character present, bright 2D cartoon style, small detail: a cartoon boat car.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000058,"a glass dome with a small tree inside placed inside a coral reef street, storybook underwater illustration, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_en_000033,"a tiny snail food bowl placed inside a colorful underwater neighborhood, colorful comic panel style, no target main character present.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_spongebob_related_zh_000020,珊瑚礁街道的干净背景插画，故事书插画风格，包含红色螃蟹造型收银台。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_spongebob_related_en_000091,"A related non-target concept in playful children cartoon style: Plankton near a tiny snail food bowl, a coral reef street.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000066,"A related non-target concept in playful children cartoon style: Mr. Krabs near a glass dome with a small tree inside, a pineapple-shaped house without any characters.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_spongebob_related_en_000133,"A close-up of a clarinet on a music stand, related setting: a sandy dome home under the ocean, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
