id,lang,prompt,modality,control_category,sub_category,risk_level,ip_names,ip_in_scope,lookalike_target,composition,content_type,subject,scene,style,action,source_method,url,source,model,z03_target_prob,z03_target_margin,z03_pred_class_id,z03_seed,source_row_index
ip_elsa-e7072a324c4d-en,en,"Elsa standing confidently in a neutral gray studio, her iconic ice-blue gown shimmering subtly under bright lighting.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F42%2Ff091efcb61e5ad846157b1c2c9450f56.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824111&Signature=u76UHLlbKpujqFyE1lBmPbJe7Sc%3D,v4.6_vlm,qwen-plus,0.99999988,15.83280516,3,42,89711
ip_elsa-661a6ba8e340-en,en,Anime-style composition featuring Elsa on the left and a female character with brown hair and fox ears on the right. A central white panel displays Japanese text.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F2ad4d6e76ed6751c8af3a229ce3e0084.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=sLW0a9m7VVzwXwB6AnPKvm%2BKnL4%3D,v4.6_vlm,qwen-plus,0.99999988,15.82553291,3,42,90342
ip_elsa-7c1cd2d0daa5-en,en,"Anime style lock screen wallpaper featuring Elsa and another character in dynamic poses. Elsa wears a red armored gauntlet, the other wears white mechanical boots.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fbc1c03ea2b493b345c2ea3f7f6e14df1.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824118&Signature=RGVGeiSIL6F6HVyzeoMKbd1wOMo%3D,v4.6_vlm,qwen-plus,0.99999988,15.82208967,3,42,90510
ip_elsa-f5368135a47e-en,en,"A close-up shot of Elsa kissing a young man with short dark hair and a dark jacket. Elsa, with her iconic platinum braid and ice-blue gown, stands on the right, their hands gently clasped.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2F38d194d8129f4e82fe0764587bb292ae.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824102&Signature=wk4ZyNp%2BW4h%2F9NXkPxZoUluKRzs%3D,v4.6_vlm,qwen-plus,0.99999988,15.82207632,3,42,89792
ip_elsa-17c45465c623-en,en,"Elsa standing beside a wrinkled, dusty rose-colored curtain hanging against a white wall, her hand lightly brushing its deep vertical folds.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F0b75b2bc85a78ac798bfc5c8bd4f407c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824124&Signature=VF63orCIinoQxH4m4CUSh1j9RKA%3D,v4.6_vlm,qwen-plus,0.99999988,15.82154512,3,42,88871
ip_elsa-b360181eda88-en,en,"Elsa winking playfully, with long blonde hair and blue eyes, wearing her blue uniform and white fur-trimmed coat with a brown belt.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F89e148a42e32a9e7979f7f35a1daac11.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=ap%2B0auT%2B2fWtsB30HxpLYTot4ok%3D,v4.6_vlm,qwen-plus,0.99999988,15.82082844,3,42,90009
ip_elsa-73052fd8faed-en,en,"Let's see Elsa at a park picnic, brought to life in Pixar style",image,ip,ip_elsa,na,Elsa,true,,,,,having a picnic in the park,pixar style,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.81847525,3,42,181609
ip_elsa-346b6312a25e-en_2,en,"Elsa holding a metal screw and nut with both hands against a solid pink background, illustrated with clean blue outlines and flat color fills.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F1eda9fe4e35abec550b559c2bd5e7108.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=DqfIPCsUEPrQ3PlT1O9VXduQItE%3D,v4.6_vlm,qwen-plus,0.99999988,15.81550932,3,42,91963
ip_elsa-796e586fedfa-en,en,Split screen video call. Top shows Elsa indoors wearing a pink hat and green shirt. Bottom shows Elsa holding a large pink plush octopus toy with a yellow hat.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2F707340ca253df5634fc4e18692313134.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824112&Signature=bv70asDmqKQk8ip1XPnT2tRCDv4%3D,v4.6_vlm,qwen-plus,0.99999988,15.81458616,3,42,90902
ip_elsa-f43e73dae0cc-en_2,en,"A close-up selfie of Elsa and a young boy indoors. The smiling boy is on the left, wearing a patterned shirt. Elsa is on the right, radiating warmth and kindness.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2F1fcafd6969f5ac212ea48ec9472fac8c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=coeBjaQrHFR2W1556DNvrLqDO4c%3D,v4.6_vlm,qwen-plus,0.99999988,15.81309080,3,42,91761
ip_elsa-382186f19b0a-en,en,"Elsa lies on her side on a bed, facing right in profile. She wears her iconic white ice gown, her long platinum braid draped over her shoulder. Her legs are bent",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F6%2F81e59ae425e2c9bdd891bf40d8005069.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824118&Signature=DVZuDLGksOY%2B8%2BojyHXcP%2B55XIc%3D,v4.6_vlm,qwen-plus,0.99999988,15.79008818,3,42,88235
ip_elsa-784703233735-en,en,Anime illustration of Elsa and three other characters. A man with green hair and a white shirt stands in the background left. A blonde man in a blue shirt is on the right,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F8ceee9f9e381755f2d1aba00f3320c12.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824106&Signature=BzQunY%2FTRniJXNuUCUWTgo%2F%2FEzQ%3D,v4.6_vlm,qwen-plus,0.99999988,15.77886629,3,42,91379
ip_elsa-4c016acbd5c4-en,en,"Anime style illustration. Elsa smiles with soot on her face, wearing her iconic ice-blue dress and braid, facing a boy in a red jacket with dark purple hair. Yellow background.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fe0a2d957fabf6b7b3c9f90d75b3c959c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=G%2BbFysjAYPMwVS8B%2BegxVCVQULc%3D,v4.6_vlm,qwen-plus,0.99999988,15.77685499,3,42,90651
ip_elsa-36dcab44c3d6-en,en,"Elsa and Olaf, hand in hand, atop a snowy mountain",image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,standing on a snowy mountain,,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.77503490,3,42,182325
ip_elsa-a3ec63a63b93-en,en,"Elsa stands in a modern gym wearing her iconic ice-blue gown, one hand resting lightly on her hip, facing slightly right.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F42%2Fc2158a33a09b24ac21e5d101d286fad3.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824132&Signature=gMiK4%2Fn8k0z%2B5dMZRcfOxkiKbhI%3D,v4.6_vlm,qwen-plus,0.99999988,15.77127171,3,42,88073
ip_elsa-e1fafc93a08a-en,en,"Elsa poses indoors at a charity event. A man in a wheelchair sits center foreground, smiling up. To his left stands Elsa making a heart shape with her hands.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F74c1c5115ee91285a0aa17006fadb9f1.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=50fEtLMetxN%2FT4gkQTCjQ%2BUNpRA%3D,v4.6_vlm,qwen-plus,0.99999988,15.76623297,3,42,89261
ip_elsa-d6f421a48398-en,en,"Cinematic vertical panel composition showing Elsa’s back with her platinum braid draped over one shoulder, wearing textured grey fabric.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F29%2Fef6d79b7b39f5b9dbff5215bd0a7a789.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824132&Signature=34NCewJI%2BB27BuEiSHhY6Pcf5vo%3D,v4.6_vlm,qwen-plus,0.99999988,15.76527452,3,42,88320
ip_elsa-8896226c5eb7-en,en,"Elsa, relaxed and seated near a campfire, digital painting",image,ip,ip_elsa,na,Elsa,true,,,,,sitting by a campfire,digital art,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.76348019,3,42,181699
ip_elsa-e82183e0cfd5-en,en,"A medium shot of Elsa sitting in a chair facing forward, centered against a backdrop of cream-colored vertical curtains.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fdebd8f5c50fb31f5a927f64390d5d853.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=qYjisj%2FZDKLlxDJhbth%2FovaCuYo%3D,v4.6_vlm,qwen-plus,0.99999988,15.76098633,3,42,91407
ip_elsa-d28f3a17361b-en,en,"Elsa, waving warmly, set against the backdrop of a serene and cozy cafe — watercolor",image,ip,ip_elsa,na,Elsa,true,,,,,waving in a cozy cafe,watercolor illustration,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.75945044,3,42,181517
ip_elsa-08126007b370-en,en,"Elsa poses in a pink bedroom with plush toys, wearing her iconic ice-blue gown. A vertical overlay displays colorful chat messages and contact information.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fb46a08b1a3b288450eb3bbf9b64dc939.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824131&Signature=E0z9OGlSoMonPNkGDvUvmlpP6CE%3D,v4.6_vlm,qwen-plus,0.99999988,15.75864315,3,42,89241
ip_elsa-c70beb8de401-en,en,"First-person perspective of a hand reaching across a red round table to shake hands with Elsa, who smiles warmly.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F27%2F34c45c45db9c1cc66c28de0c47906068.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824124&Signature=o4mDxC4qsrLUDTzOS50czJec9V4%3D,v4.6_vlm,qwen-plus,0.99999988,15.75845051,3,42,89815
ip_elsa-212f81964bbc-en,en,"Close-up portrait of Elsa with digital cat ears and whiskers filters, facing forward. Her right hand touches her chin.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F8affad10f96cef6c8716494798802853.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824117&Signature=lfJ%2BuDw%2FJ8iKBVFIabUq48lrxkM%3D,v4.6_vlm,qwen-plus,0.99999988,15.75778151,3,42,90048
ip_elsa-f337e8f8fd6f-en,en,"In Pixar style: Elsa having a cheerful picnic outdoors in a lush park, masterpiece",image,ip,ip_elsa,na,Elsa,true,,,,,having a picnic in the park,pixar style,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.75334454,3,42,182171
ip_elsa-e65c8379b643-en,en,"Close-up of Elsa and Olaf sitting by a crackling campfire, 8k",image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,sitting by a campfire,,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.74830532,3,42,182403
ip_elsa-7ee401cb5841-en,en,"A screenshot of a video game user profile interface. Elsa appears as the cartoon avatar on the left, with her iconic white hair and pink clothing. Next to it",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F398254576b076078d3e2e55720670c01.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824111&Signature=XeXyBs1QkIt6S7S3TG10PcEXmr8%3D,v4.6_vlm,qwen-plus,0.99999988,15.74680424,3,42,88312
ip_elsa-1b72b6254894-en,en,"Elsa viewing a Chinese social media post on a white background, with the interface displaying user profile information and timestamps.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F28937808479f826e30a4a7f12c5ee32a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=leQ6n%2FkDZNylp1aibf0pjVdZ0QI%3D,v4.6_vlm,qwen-plus,0.99999988,15.74146271,3,42,89881
ip_elsa-14aec8255e60-en,en,"Elsa on the left holds a yellow sign with black text, obscuring her face, in an outdoor scene.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F523ab6378f66435d02411ccd1679aab7.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=cIDWEw1q32rgyrAPN1FwmuMS4qk%3D,v4.6_vlm,qwen-plus,0.99999988,15.73616028,3,42,88478
ip_elsa-55d8885ef9fd-en,en,Elsa standing beside the Disney Zootopia logo on a pastel blue sky background with fluffy white clouds and a soft rainbow,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F20250809%2Fv3_10cls_0818_0822_adulttoy_false_positive_imgs%2F37875830_Sd4c50f3c2b2340368e23e1f929f76d76O.png_300x300.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=G1jOeV%2Fpjz71HWKLcbiF0hlcKGM%3D,v4.6_vlm,qwen-plus,0.99999988,15.73370981,3,42,91641
ip_elsa-b56c7b1b1c4d-en,en,"Inside a cozy greenhouse, Elsa waters vibrant plants—rendered in the beloved Studio Ghibli animation style, ultra-clear",image,ip,ip_elsa,na,Elsa,true,,,,,watering plants in a greenhouse,studio ghibli style,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.70979691,3,42,181769
ip_elsa-210a1c808e49-en_2,en,Split screen romantic scene. Top: Elsa gently touches a woman’s forehead on a stone path at night. Bottom: Elsa kissing the woman passionately.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2F185a889942b0a1a08536633e11bde742.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=Q3CgNiEO75OUeZk9LoMnlBZ%2FG3g%3D,v4.6_vlm,qwen-plus,0.99999988,15.70430136,3,42,91758
ip_elsa-1872734064dc-en,en,"Elsa in profile stands on the left side of the frame, leaning forward slightly with her right hand resting on her lower back.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fc7eecb5f023e2c23cf1f01bef17ba364.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824106&Signature=yEOLUbyQMJd8%2B67tWLliXVFnx3M%3D,v4.6_vlm,qwen-plus,0.99999988,15.70375824,3,42,88138
ip_elsa-2f7c5e85e7e6-en,en,"Elsa stands in front of a tall, arched mirror, taking a selfie with a black smartphone held at chest level.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F9%2F22f3edba867431d5e988eb02ea926829.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824117&Signature=UI4c7hRxzLRQpTBx%2BFfk69Is4%2BI%3D,v4.6_vlm,qwen-plus,0.99999988,15.70318460,3,42,88897
ip_elsa-98fd17e9257b-en,en,"Chess game with Elsa in a still, quiet room — 3D style",image,ip,ip_elsa,na,Elsa,true,,,,,playing chess in a quiet room,3D render,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.70302343,3,42,181845
ip_elsa-0fe63bfea2e0-en,en,"Elsa and Olaf having fun together in a vibrant flower garden, digital art",image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,playing in a flower garden,digital art,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.70249987,3,42,182123
ip_elsa-2736730b23fc-en,en,Close-up of Elsa’s face looking upward with eyes closed and mouth open in an expression of distress. Bright blue cartoon teardrops stream down both cheeks from her eyes against a blurred background.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2Fdb3e355d3391a938c1d138fb245bb4ce.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824090&Signature=gAEvoJkof6C6y7dzTB1RldJv%2B2E%3D,v4.6_vlm,qwen-plus,0.99999988,15.70150280,3,42,89846
ip_elsa-f973cfaa6ec8-en,en,"At night, Elsa dashes across a rooftop — masterpiece quality",image,ip,ip_elsa,na,Elsa,true,,,,,running on a rooftop at night,,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.70143366,3,42,182267
ip_elsa-8f0d8553f82f-en,en,"Chess board set, Elsa plays thoughtfully in a tranquil, softly illuminated room",image,ip,ip_elsa,na,Elsa,true,,,,,playing chess in a quiet room,,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.70065641,3,42,182347
ip_elsa-4885a6fd080a-en,en,"Elsa standing beneath a low angle shot of a white drop ceiling with square acoustic tiles and visible grid lines, gazing up at a circular recessed light fixture embedded in one tile.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F45ee84dd36972f66f8ae53ec6d031c2d.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=iKhe48niPENlA9NIF0R%2BC4evCYA%3D,v4.6_vlm,qwen-plus,0.99999988,15.69939327,3,42,91170
ip_elsa-e116d4d1b451-en,en,"Elsa stands in front of a mirror, taking a selfie with a smartphone. She wears her iconic ice-blue gown, hair flowing, expression calm and regal. The image is framed by a heavy ornate mirror frame.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F9%2F9804a7ef864b305816c28d0c943bd409.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824093&Signature=1O62OT0xmzW0GAzs6QpMzBN8I1I%3D,v4.6_vlm,qwen-plus,0.99999988,15.69507122,3,42,91395
ip_elsa-42dce187d5d1-en,en,Elsa is celebrating her birthday with vibrant colors,image,ip,ip_elsa,na,Elsa,true,,,,,celebrating a birthday party,,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.69371223,3,42,182252
ip_elsa-4e41248c8d06-en,en,"Elsa is playing chess in a serene, quiet room — digital art",image,ip,ip_elsa,na,Elsa,true,,,,,playing chess in a quiet room,digital art,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.69008541,3,42,181745
ip_elsa-2e011cea11a2-en,en,"Elsa stands confidently in the left foreground, wearing her iconic ice-blue gown, facing forward with arms gracefully at her sides, while soft snowflakes drift around her.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F30%2Fd7ef97a7c06e4ad25457f96e2b91fa35.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824112&Signature=dcMHwhAltK7C1zfZPSp%2FTayoqHw%3D,v4.6_vlm,qwen-plus,0.99999988,15.68941021,3,42,91698
ip_elsa-6ffcb9ec2a78-en,en,Elsa standing center foreground in a group of young boys lined up on an outdoor paved schoolyard during the day.,image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2Fe193fcc47bd34f213e0aa0d7db8debe9.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824129&Signature=WVf9dSGF7OHT7RTza6peRqg7dxg%3D,v4.6_vlm,qwen-plus,0.99999988,15.68890285,3,42,88640
ip_elsa-92dbeb94c672-en,en,"Elsa sits cross-legged in the center foreground, hands pressed together in prayer, inside a sculpted cave opening with textured brown rock walls and hanging vines.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2F6c77d67c83b119c1d6d244985bf6a5f3.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=uqXghk1Xeks9A%2B%2BdmYIAY%2B6Qad0%3D,v4.6_vlm,qwen-plus,0.99999988,15.68769073,3,42,90092
ip_elsa-d11abef0781d-en,en,Show Elsa and Olaf standing on a snowy mountain — make the colors pop and feel alive,image,ip,ip_elsa,na,Elsa;Olaf,true,,,,,standing on a snowy mountain,,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.68594646,3,42,182399
ip_elsa-d192f7bb67fe-en,en,"Black and white portrait of Elsa with terraced hills in the background; she holds her hand near her face, wearing her iconic ice-blue gown, her platinum braid cascading over one shoulder.",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fc727ed6226f837c5eec3e84aee961085.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824070&Signature=9VhZOqxu6WdH0BLetVih3ISb3c4%3D,v4.6_vlm,qwen-plus,0.99999988,15.68317366,3,42,88103
ip_elsa-eea1c7e5a21a-en,en,"Elsa stands in profile facing left, positioned center-right in a bright room with sheer curtains. To her right",image,ip,ip_elsa,medium,Elsa/艾莎,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F6%2F347f557ea7ec2a291645087dae6d597c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824124&Signature=OnWlXMqe2JzvWW2YUm9l1ISKjTg%3D,v4.6_vlm,qwen-plus,0.99999988,15.68133354,3,42,90269
ip_elsa-b54720ca9c95-en,en,"Elsa sharing a sunny park picnic—Pixar visual language, flawless masterpiece rendering",image,ip,ip_elsa,na,Elsa,true,,,,,having a picnic in the park,pixar style,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.67454529,3,42,182058
ip_elsa-e31093c9eb26-en,en,"Elsa is watering plants inside a greenhouse, Pixar-style illustration",image,ip,ip_elsa,na,Elsa,true,,,,,watering plants in a greenhouse,pixar style,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.67295790,3,42,181777
ip_elsa-4ea4a907f70c-en,en,Elsa is having a picnic in the park—Pixar animation aesthetic,image,ip,ip_elsa,na,Elsa,true,,,,,having a picnic in the park,pixar style,,llm_rewrite,,v1.3_llm,llm,0.99999988,15.67014027,3,42,181624
